ticker,close,volume,sma20,sma50,vol_sma20,rsi,prev_high,passes,failed
INDGN.NS,513.1500244140625,85599.0,535.0899993896485,552.3539978027344,368280.4,27.7614577958676,518.5,False,"Volume ≤ Avg, 20MA ≤ 50MA, RSI ≤ 50, Price ≤ 50MA, No Breakout, Low Liquidity"
GRASIM.NS,2773.699951171875,228463.0,2843.52998046875,2821.791987304688,561667.65,31.611178097652623,2785.0,False,"Volume ≤ Avg, RSI ≤ 50, Price ≤ 50MA, No Breakout"
GUJGASLTD.NS,406.5,53878.0,409.925,423.48260009765625,367260.6,40.410256153435405,410.6000061035156,False,"Volume ≤ Avg, 20MA ≤ 50MA, RSI ≤ 50, Price ≤ 50MA, No Breakout, Low Liquidity"
BLUEJET.NS,575.25,291187.0,622.8075012207031,657.443447265625,585737.05,36.52076962091356,589.2000122070312,False,"Volume ≤ Avg, 20MA ≤ 50MA, RSI ≤ 50, Price ≤ 50MA, No Breakout"
IFCI.NS,54.65999984741211,2400726.0,55.771999740600585,55.79919982910156,5924267.15,42.37875787166412,55.58000183105469,False,"Volume ≤ Avg, 20MA ≤ 50MA, RSI ≤ 50, Price ≤ 50MA, No Breakout"
INDUSINDBK.NS,848.1500244140625,3143919.0,795.9525024414063,764.6840026855468,4499826.25,74.8251691270194,892.3499755859375,False,"Volume ≤ Avg, No Breakout"
NYKAA.NS,258.5199890136719,7522342.0,254.6714988708496,249.4539993286133,6029343.7,53.844394283712965,261.20001220703125,False,No Breakout
LODHA.NS,1208.9000244140625,414543.0,1200.5400024414062,1180.8620043945311,1280628.55,59.62584710769677,1234.800048828125,False,"Volume ≤ Avg, No Breakout"
GMRAIRPORT.NS,95.19000244140624,23725263.0,93.86600036621094,90.97899948120116,12525943.8,69.87444003447578,96.1999969482422,False,No Breakout
AAVAS.NS,1697.300048828125,71786.0,1650.1600036621094,1638.6040087890624,178380.15,51.05947205789508,1771.9000244140625,False,"Volume ≤ Avg, No Breakout, Low Liquidity"
DABUR.NS,523.0999755859375,1105083.0,509.6087936401367,511.2189337158203,2501911.45,62.00155251967367,528.5999755859375,False,"Volume ≤ Avg, 20MA ≤ 50MA, No Breakout"
RCF.NS,150.3000030517578,548718.0,149.63199996948242,149.43362976074218,1054740.95,54.77071462953694,153.0,False,"Volume ≤ Avg, No Breakout"
ADANIGREEN.NS,1069.699951171875,2825644.0,1065.084994506836,1042.0339990234374,4597870.1,59.06271268715418,1088.0,False,"Volume ≤ Avg, No Breakout"
TORNTPHARM.NS,3816.800048828125,459044.0,3644.915002441406,3599.892006835937,273379.65,71.37317776387769,3856.0,False,"No Breakout, Low Liquidity"
THERMAX.NS,3008.0,63846.0,3195.919995117188,3226.58599609375,106676.9,20.580280593275816,3064.699951171875,False,"Volume ≤ Avg, 20MA ≤ 50MA, RSI ≤ 50, Price ≤ 50MA, No Breakout, Low Liquidity"
BHARTIARTL.NS,2085.800048828125,3376225.0,2062.3050231933594,1978.3400048828123,9436079.6,50.853029832477766,2107.0,False,"Volume ≤ Avg, No Breakout"
OLAELEC.NS,42.34000015258789,5033380.0,49.40950012207031,53.45960014343262,13137449.6,11.84638605565408,42.9900016784668,False,"Price ≤ 50, Volume ≤ Avg, 20MA ≤ 50MA, RSI ≤ 50, Price ≤ 50MA, No Breakout"
ABCAPITAL.NS,329.1000061035156,1111559.0,321.225,303.8630010986328,5696687.25,64.2358505173311,335.0,False,"Volume ≤ Avg, No Breakout"
JINDALSAW.NS,169.3699951171875,932323.0,176.34449920654296,194.14300048828125,2873532.5,34.07048990515719,172.67999267578125,False,"Volume ≤ Avg, 20MA ≤ 50MA, RSI ≤ 50, Price ≤ 50MA, No Breakout"
BSE.NS,2801.800048828125,3932467.0,2550.560021972656,2358.9919970703127,5164328.5,68.14335877426596,2833.0,False,"Volume ≤ Avg, No Breakout"
BASF.NS,4491.39990234375,7963.0,4465.944995117187,4546.133994140625,9280.5,59.47884555765485,4560.0,False,"Volume ≤ Avg, 20MA ≤ 50MA, Price ≤ 50MA, No Breakout, Low Liquidity"
JSWENERGY.NS,524.4000244140625,1082452.0,528.9999969482421,531.1619970703125,1991208.75,45.815765740666215,532.9000244140625,False,"Volume ≤ Avg, 20MA ≤ 50MA, RSI ≤ 50, Price ≤ 50MA, No Breakout"
ITCHOTELS.NS,208.33999633789065,744090.0,215.60399856567383,225.79739868164063,2683375.3,19.25742563038827,209.9900054931641,False,"Volume ≤ Avg, 20MA ≤ 50MA, RSI ≤ 50, Price ≤ 50MA, No Breakout"
RECLTD.NS,357.79998779296875,3446723.0,369.21052703857424,370.18989318847656,6579324.65,37.320557162284366,364.3999938964844,False,"Volume ≤ Avg, 20MA ≤ 50MA, RSI ≤ 50, Price ≤ 50MA, No Breakout"
MARICO.NS,724.8499755859375,1539999.0,721.1849945068359,718.67099609375,1193973.85,51.36612021857924,727.1500244140625,False,No Breakout
ARE&M.NS,964.0,227377.0,984.9683197021484,997.1737829589844,332216.45,36.458844507499386,974.0,False,"Volume ≤ Avg, 20MA ≤ 50MA, RSI ≤ 50, Price ≤ 50MA, No Breakout, Low Liquidity"
AEGISVOPAK.NS,267.3500061035156,101479.0,274.96749725341795,264.0991995239258,469817.15,35.943089678121424,274.0,False,"Volume ≤ Avg, RSI ≤ 50, No Breakout, Low Liquidity"
HDFCBANK.NS,983.2000122070312,11170252.0,994.1100036621094,978.0330029296877,18060366.9,33.27689782485561,990.0999755859376,False,"Volume ≤ Avg, RSI ≤ 50, No Breakout"
